ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
75,What would be the RMS voltage across a 50 ohm dummy load dissipating 1200 watts?,173 volts,245 volts,346 volts,692 volts,245 volts
76,What is the output PEP of an unmodulated carrier if an average reading wattmeter connected to the transmitter output indicates 1060 watts?,530 watts,1060 watts,1500 watts,2120 watts,1060 watts
77,What is the output PEP from a transmitter if an oscilloscope measures 500 volts peak-to-peak across a 50 ohm resistive load connected to the transmitter output?,8.75 watts,625 watts,2500 watts,5000 watts,625 watts
78,What causes a voltage to appear across the secondary winding of a transformer when an AC voltage source is connected across its primary winding?,Capacitive coupling,Displacement current coupling,Mutual inductance,Mutual capacitance,Mutual inductance
79,What happens if you reverse the primary and secondary windings of a 4:1 voltage step down transformer?,The secondary voltage becomes 4 times the primary voltage,The transformer no longer functions as it is a unidirectional device,Additional resistance must be added in series with the primary to prevent overload,Additional resistance must be added in parallel with the secondary to prevent overload,The secondary voltage becomes 4 times the primary voltage
80,Which of the following components should be added to an existing resistor to increase the resistance?,A resistor in parallel,A resistor in series,A capacitor in series,A capacitor in parallel,A resistor in series
81,What is the total resistance of three 100 ohm resistors in parallel?,0.30 ohms,0.33 ohms,33.3 ohms,300 ohms,33.3 ohms
82,"If three equal value resistors in series produce 450 ohms, what is the value of each resistor?",1500 ohms,90 ohms,150 ohms,175 ohms,150 ohms
83,What is the RMS voltage across a 500-turn secondary winding in a transformer if the 2250-turn primary is connected to 120 VAC?,2370 volts,540 volts,26.7 volts,5.9 volts,26.7 volts
84,What is the turns ratio of a transformer used to match an audio amplifier having 600 ohm output impedance to a speaker having 4 ohm impedance?,12.2 to 1,24.4 to 1,150 to 1,300 to 1,12.2 to 1
85,What is the equivalent capacitance of two 5.0 nanofarad capacitors and one 750 picofarad capacitor connected in parallel?,576.9 nanofarads,1733 picofarads,3583 picofarads,10.750 nanofarads,10.750 nanofarads
86,What is the capacitance of three 100 microfarad capacitors connected in series?,0.30 microfarads,0.33 microfarads,33.3 microfarads,300 microfarads,33.3 microfarads
87,What is the inductance of three 10 millihenry inductors connected in parallel?,0.30 henrys,3.3 henrys,3.3 millihenrys,30 millihenrys,3.3 millihenrys
88,What is the inductance of a 20 millihenry inductor connected in series with a 50 millihenry inductor?,0.07 millihenrys,14.3 millihenrys,70 millihenrys,1000 millihenrys,70 millihenrys
89,What is the capacitance of a 20 microfarad capacitor connected in series with a 50 microfarad capacitor?,0.07 microfarads,14.3 microfarads,70 microfarads,1000 microfarads,14.3 microfarads
90,Which of the following components should be added to a capacitor to increase the capacitance?,An inductor in series,A resistor in series,A capacitor in parallel,A capacitor in series,A capacitor in parallel
91,Which of the following components should be added to an inductor to increase the inductance?,A capacitor in series,A resistor in parallel,An inductor in parallel,An inductor in series,An inductor in series
92,"What is the total resistance of a 10 ohm, a 20 ohm, and a 50 ohm resistor connected in parallel?",5.9 ohms,0.17 ohms,10000 ohms,80 ohms,5.9 ohms
93,Why is the conductor of the primary winding of many voltage step up transformers larger in diameter than the conductor of the secondary winding?,To improve the coupling between the primary and secondary,To accommodate the higher current of the primary,To prevent parasitic oscillations due to resistive losses in the primary,To insure that the volume of the primary winding is equal to the volume of the secondary winding,To accommodate the higher current of the primary
94,"What is the value in nanofarads (nF) of a 22,000 pF capacitor?",0.22 nF,2.2 nF,22 nF,220 nF,22 nF
95,What is the value in microfarads of a 4700 nanofarad (nF) capacitor?,47 μF,0.47 μF,"47,000 μF",4.7 μF,4.7 μF
96,What can cause the voltage across reactances in series to be larger than the voltage applied to them?,Resonance,Capacitance,Conductance,Resistance,Resonance
97,What is resonance in an electrical circuit?,The highest frequency that will pass current,The lowest frequency that will pass current,The frequency at which the capacitive reactance equals the inductive reactance,The frequency at which the reactive impedance equals the resistive impedance,The frequency at which the capacitive reactance equals the inductive reactance
98,What is the magnitude of the impedance of a series RLC circuit at resonance?,"High, as compared to the circuit resistance",Approximately equal to capacitive reactance,Approximately equal to inductive reactance,Approximately equal to circuit resistance,Approximately equal to circuit resistance
99,"What is the magnitude of the impedance of a circuit with a resistor, an inductor and a capacitor all in parallel, at resonance?",Approximately equal to circuit resistance,Approximately equal to inductive reactance,"Low, as compared to the circuit resistance",Approximately equal to capacitive reactance,Approximately equal to circuit resistance
100,What is the magnitude of the current at the input of a series RLC circuit as the frequency goes through resonance?,Minimum,Maximum,R/L,L/R,Maximum
101,What is the magnitude of the circulating current within the components of a parallel LC circuit at resonance?,It is at a minimum,It is at a maximum,"It equals 1 divided by the quantity 2 times Pi, multiplied by the square root of inductance L multiplied by capacitance C","It equals 2 multiplied by Pi, multiplied by frequency 'F', multiplied by inductance 'L'",It is at a maximum
102,What is the magnitude of the current at the input of a parallel RLC circuit at resonance?,Minimum,Maximum,R/L,L/R,Minimum
103,What is the phase relationship between the current through and the voltage across a series resonant circuit at resonance?,The voltage leads the current by 90 degrees,The current leads the voltage by 90 degrees,The voltage and current are in phase,The voltage and current are 180 degrees out of phase,The voltage and current are in phase
104,What is the phase relationship between the current through and the voltage across a parallel resonant circuit at resonance?,The voltage leads the current by 90 degrees,The current leads the voltage by 90 degrees,The voltage and current are in phase,The voltage and current are 180 degrees out of phase,The voltage and current are in phase
105,What is the half-power bandwidth of a parallel resonant circuit that has a resonant frequency of 1.8 MHz and a Q of 95?,18.9 kHz,1.89 kHz,94.5 kHz,9.45 kHz,18.9 kHz
106,What is the half-power bandwidth of a parallel resonant circuit that has a resonant frequency of 7.1 MHz and a Q of 150?,157.8 Hz,315.6 Hz,47.3 kHz,23.67 kHz,47.3 kHz
107,What is the half-power bandwidth of a parallel resonant circuit that has a resonant frequency of 3.7 MHz and a Q of 118?,436.6 kHz,218.3 kHz,31.4 kHz,15.7 kHz,31.4 kHz
108,What is the half-power bandwidth of a parallel resonant circuit that has a resonant frequency of 14.25 MHz and a Q of 187?,38.1 kHz,76.2 kHz,1.332 kHz,2.665 kHz,76.2 kHz
109,"What is the resonant frequency of a series RLC circuit if R is 22 ohms, L is 50 microhenrys, and C is 40 picofarads?",44.72 MHz,22.36 MHz,3.56 MHz,1.78 MHz,3.56 MHz
110,"What is the resonant frequency of a series RLC circuit if R is 56 ohms, L is 40 microhenrys, and C is 200 picofarads?",3.76 MHz,1.78 MHz,11.18 MHz,22.36 MHz,1.78 MHz
111,"What is the resonant frequency of a parallel RLC circuit if R is 33 ohms, L is 50 microhenrys, and C is 10 picofarads?",23.5 MHz,23.5 kHz,7.12 kHz,7.12 MHz,7.12 MHz
112,"What is the resonant frequency of a parallel RLC circuit if R is 47 ohms, L is 25 microhenrys, and C is 10 picofarads?",10.1 MHz,63.2 MHz,10.1 kHz,63.2 kHz,10.1 MHz
113,What is the term for the time required for the capacitor in an RC circuit to be charged to 63.2% of the applied voltage?,An exponential rate of one,One time constant,One exponential period,A time factor of one,One time constant
114,What is the term for the time it takes for a charged capacitor in an RC circuit to discharge to 36.8% of its initial voltage?,One discharge period,An exponential discharge rate of one,A discharge factor of one,One time constant,One time constant
115,The capacitor in an RC circuit is discharged to what percentage of the starting voltage after two time constants?,86.5%,63.2%,36.8%,13.5%,13.5%
116,"What is the time constant of a circuit having two 220-microfarad capacitors and two 1-megohm resistors, all in parallel?",55 seconds,110 seconds,440 seconds,220 seconds,220 seconds
117,How long does it take for an initial charge of 20 V DC to decrease to 7.36 V DC in a 0.01-microfarad capacitor when a 2-megohm resistor is connected across it?,0.02 seconds,0.04 seconds,20 seconds,40 seconds,0.02 seconds
118,How long does it take for an initial charge of 800 V DC to decrease to 294 V DC in a 450-microfarad capacitor when a 1-megohm resistor is connected across it?,4.50 seconds,9 seconds,450 seconds,900 seconds,450 seconds
119,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 500 ohms, R is 1 kilohm, and XL is 250 ohms?",68.2 degrees with the voltage leading the current,14.0 degrees with the voltage leading the current,14.0 degrees with the voltage lagging the current,68.2 degrees with the voltage lagging the current,14.0 degrees with the voltage lagging the current
120,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 100 ohms, R is 100 ohms, and XL is 75 ohms?",14 degrees with the voltage lagging the current,14 degrees with the voltage leading the current,76 degrees with the voltage leading the current,76 degrees with the voltage lagging the current,14 degrees with the voltage lagging the current
121,What is the relationship between the current through a capacitor and the voltage across a capacitor?,Voltage and current are in phase,Voltage and current are 180 degrees out of phase,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees,Current leads voltage by 90 degrees
122,What is the relationship between the current through an inductor and the voltage across an inductor?,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees,Voltage and current are 180 degrees out of phase,Voltage and current are in phase,Voltage leads current by 90 degrees
123,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 25 ohms, R is 100 ohms, and XL is 50 ohms?",14 degrees with the voltage lagging the current,14 degrees with the voltage leading the current,76 degrees with the voltage lagging the current,76 degrees with the voltage leading the current,14 degrees with the voltage leading the current
124,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 75 ohms, R is 100 ohms, and XL is 50 ohms?",76 degrees with the voltage lagging the current,14 degrees with the voltage leading the current,14 degrees with the voltage lagging the current,76 degrees with the voltage leading the current,14 degrees with the voltage lagging the current
125,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 250 ohms, R is 1 kilohm, and XL is 500 ohms?",81.47 degrees with the voltage lagging the current,81.47 degrees with the voltage leading the current,14.04 degrees with the voltage lagging the current,14.04 degrees with the voltage leading the current,14.04 degrees with the voltage leading the current
126,"In polar coordinates, what is the impedance of a network consisting of a 100-ohm-reactance inductor in series with a 100-ohm resistor?",121 ohms at an angle of 35 degrees,141 ohms at an angle of 45 degrees,161 ohms at an angle of 55 degrees,181 ohms at an angle of 65 degrees,141 ohms at an angle of 45 degrees
127,"In polar coordinates, what is the impedance of a network consisting of a 100-ohm-reactance inductor, a 100-ohm-reactance capacitor, and a 100-ohm resistor, all connected in series?",100 ohms at an angle of 90 degrees,10 ohms at an angle of 0 degrees,10 ohms at an angle of 90 degrees,100 ohms at an angle of 0 degrees,100 ohms at an angle of 0 degrees
128,"In polar coordinates, what is the impedance of a network consisting of a 300-ohm-reactance capacitor, a 600-ohm-reactance inductor, and a 400-ohm resistor, all connected in series?",500 ohms at an angle of 37 degrees,900 ohms at an angle of 53 degrees,400 ohms at an angle of 0 degrees,1300 ohms at an angle of 180 degrees,500 ohms at an angle of 37 degrees
129,"In polar coordinates, what is the impedance of a network consisting of a 400-ohm-reactance capacitor in series with a 300-ohm resistor?",240 ohms at an angle of 36.9 degrees,240 ohms at an angle of -36.9 degrees,500 ohms at an angle of 53.1 degrees,500 ohms at an angle of -53.1 degrees,500 ohms at an angle of -53.1 degrees
130,"In polar coordinates, what is the impedance of a network consisting of a 400-ohm-reactance inductor in parallel with a 300-ohm resistor?",240 ohms at an angle of 36.9 degrees,240 ohms at an angle of -36.9 degrees,500 ohms at an angle of 53.1 degrees,500 ohms at an angle of -53.1 degrees,240 ohms at an angle of 36.9 degrees
131,"In polar coordinates, what is the impedance of a network consisting of a 100-ohm-reactance capacitor in series with a 100-ohm resistor?",121 ohms at an angle of -25 degrees,191 ohms at an angle of -85 degrees,161 ohms at an angle of -65 degrees,141 ohms at an angle of -45 degrees,141 ohms at an angle of -45 degrees
132,"In polar coordinates, what is the impedance of a network comprised of a 100-ohm-reactance capacitor in parallel with a 100-ohm resistor?",31 ohms at an angle of -15 degrees,51 ohms at an angle of -25 degrees,71 ohms at an angle of -45 degrees,91 ohms at an angle of -65 degrees,71 ohms at an angle of -45 degrees
133,"In polar coordinates, what is the impedance of a network comprised of a 300-ohm-reactance inductor in series with a 400-ohm resistor?",400 ohms at an angle of 27 degrees,500 ohms at an angle of 37 degrees,500 ohms at an angle of 47 degrees,700 ohms at an angle of 57 degrees,500 ohms at an angle of 37 degrees
134,"When using rectangular coordinates to graph the impedance of a circuit, what does the horizontal axis represent?",Resistive component,Reactive component,The sum of the reactive and resistive components,The difference between the resistive and reactive components,Resistive component
135,"When using rectangular coordinates to graph the impedance of a circuit, what does the vertical axis represent?",Resistive component,Reactive component,The sum of the reactive and resistive components,The difference between the resistive and reactive components,Reactive component
136,What do the two numbers represent that are used to define a point on a graph using rectangular coordinates?,The magnitude and phase of the point,The sine and cosine values,The coordinate values along the horizontal and vertical axes,The tangent and cotangent values,The coordinate values along the horizontal and vertical axes
137,"If you plot the impedance of a circuit using the rectangular coordinate system and find the impedance point falls on the right side of the graph on the horizontal axis, what do you know about the circuit?",It has to be a direct current circuit,It contains resistance and capacitive reactance,It contains resistance and inductive reactance,It is equivalent to a pure resistance,It is equivalent to a pure resistance
138,"What coordinate system is often used to display the resistive, inductive, and/or capacitive reactance components of an impedance?",Maidenhead grid,Faraday grid,Elliptical coordinates,Rectangular coordinates,Rectangular coordinates
139,"What coordinate system is often used to display the phase angle of a circuit containing resistance, inductive and/or capacitive reactance?",Maidenhead grid,Faraday grid,Elliptical coordinates,Polar coordinates,Polar coordinates
140,"In polar coordinates, what is the impedance of a circuit of 100 -j100 ohms impedance?",141 ohms at an angle of -45 degrees,100 ohms at an angle of 45 degrees,100 ohms at an angle of -45 degrees,141 ohms at an angle of 45 degrees,141 ohms at an angle of -45 degrees
141,"In polar coordinates, what is the impedance of a circuit that has an admittance of 7.09 millisiemens at 45 degrees?",5.03 E^-06 ohms at an angle of 45 degrees,141 ohms at an angle of -45 degrees,"19,900 ohms at an angle of -45 degrees",141 ohms at an angle of 45 degrees,141 ohms at an angle of -45 degrees
142,"In rectangular coordinates, what is the impedance of a circuit that has an admittance of 5 millisiemens at -30 degrees?",173 - j100 ohms,200 + j100 ohms,173 + j100 ohms,200 - j100 ohms,173 + j100 ohms
143,"In polar coordinates, what is the impedance of a series circuit consisting of a resistance of 4 ohms, an inductive reactance of 4 ohms, and a capacitive reactance of 1 ohm?",6.4 ohms at an angle of 53 degrees,5 ohms at an angle of 37 degrees,5 ohms at an angle of 45 degrees,10 ohms at an angle of -51 degrees,5 ohms at an angle of 37 degrees
144,"In rectangular coordinates, what is the impedance of a network consisting of a 10-microhenry inductor in series with a 40-ohm resistor at 500 MHz?","40 + j31,400","40 - j31,400","31,400 + j40","31,400 - j40","40 + j31,400"
145,What is the result of skin effect?,"As frequency increases, RF current flows in a thinner layer of the conductor, closer to the surface","As frequency decreases, RF current flows in a thinner layer of the conductor, closer to the surface",Thermal effects on the surface of the conductor increase the impedance,Thermal effects on the surface of the conductor decrease the impedance,"As frequency increases, RF current flows in a thinner layer of the conductor, closer to the surface"
146,Why is the resistance of a conductor different for RF currents than for direct currents?,Because the insulation conducts current at high frequencies,Because of the Heisenburg Effect,Because of skin effect,Because conductors are non-linear devices,Because of skin effect
147,What device is used to store electrical energy in an electrostatic field?,A battery,A transformer,A capacitor,An inductor,A capacitor
148,What unit measures electrical energy stored in an electrostatic field?,Coulomb,Joule,Watt,Volt,Joule
149,Which of the following creates a magnetic field?,Potential differences between two points in space,Electric current,A charged capacitor,A battery,Electric current
150,In what direction is the magnetic field oriented about a conductor in relation to the direction of electron flow?,In the same direction as the current,In a direction opposite to the current,In all directions; omnidirectional,In a direction determined by the left-hand rule,In a direction determined by the left-hand rule
151,What determines the strength of a magnetic field around a conductor?,The resistance divided by the current,The ratio of the current to the resistance,The diameter of the conductor,The amount of current,The amount of current
152,What type of energy is stored in an electromagnetic or electrostatic field?,Electromechanical energy,Potential energy,Thermodynamic energy,Kinetic energy,Potential energy
153,What happens to reactive power in an AC circuit that has both ideal inductors and ideal capacitors?,It is dissipated as heat in the circuit,"It is repeatedly exchanged between the associated magnetic and electric fields, but is not dissipated",It is dissipated as kinetic energy in the circuit,It is dissipated in the formation of inductive and capacitive fields,"It is repeatedly exchanged between the associated magnetic and electric fields, but is not dissipated"
154,How can the true power be determined in an AC circuit where the voltage and current are out of phase?,By multiplying the apparent power times the power factor,By dividing the reactive power by the power factor,By dividing the apparent power by the power factor,By multiplying the reactive power times the power factor,By multiplying the apparent power times the power factor
155,What is the power factor of an R-L circuit having a 60 degree phase angle between the voltage and the current?,1.414,0.866,0.5,1.73,0.5
156,How many watts are consumed in a circuit having a power factor of 0.2 if the input is 100-V AC at 4 amperes?,400 watts,80 watts,2000 watts,50 watts,80 watts
157,How much power is consumed in a circuit consisting of a 100 ohm resistor in series with a 100 ohm inductive reactance drawing 1 ampere?,70.7 Watts,100 Watts,141.4 Watts,200 Watts,100 Watts
158,What is reactive power?,"Wattless, nonproductive power",Power consumed in wire resistance in an inductor,Power lost because of capacitor leakage,Power consumed in circuit Q,"Wattless, nonproductive power"
159,What is the power factor of an RL circuit having a 45 degree phase angle between the voltage and the current?,0.866,1.0,0.5,0.707,0.707
160,What is the power factor of an RL circuit having a 30 degree phase angle between the voltage and the current?,1.73,0.5,0.866,0.577,0.866
161,How many watts are consumed in a circuit having a power factor of 0.6 if the input is 200V AC at 5 amperes?,200 watts,1000 watts,1600 watts,600 watts,600 watts
162,How many watts are consumed in a circuit having a power factor of 0.71 if the apparent power is 500 VA?,704 W,355 W,252 W,1.42 mW,355 W
163,What electrical component opposes the flow of current in a DC circuit?,Inductor,Resistor,Inverter,Transformer,Resistor
164,What type of component is often used as an adjustable volume control?,Fixed resistor,Power resistor,Potentiometer,Transformer,Potentiometer
165,What electrical parameter is controlled by a potentiometer?,Inductance,Resistance,Capacitance,Field strength,Resistance
