ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
31,"Which of the following is an alloy primarily composed of iron and carbon, with carbon content typically between 0.2% and 2.1% by weight?",Aluminum,Copper,Steel,Titanium,Steel
32,"What type of material is characterized by long molecular chains composed of repeating units, and is commonly used in engineering applications due to its lightweight and flexibility?",Metal,Polymer,Ceramic,Composite,Polymer
33,"What class of materials is typically composed of metallic and non-metallic elements bonded together through ionic or covalent bonds, exhibiting high hardness and brittleness?",Polymers,Metals,Alloys,Ceramics,Ceramics
34,What type of material is formed by combining two or more distinct materials with different properties to create a new material with improved characteristics?,Composite,Alloy,Ceramic,Polymer,Composite
35,What property of a material refers to its ability to withstand pulling or stretching forces without breaking?,Hardness,Elasticity,Tensile strength,Ductility,Tensile strength
36,"What property of a material describes its ability to deform under tensile stress, typically characterized by the extent to which it can be stretched into a wire?",Hardness,Ductility,Toughness,Elasticity,Ductility
37,What property of a material measures its resistance to indentation or scratching?,Hardness,Ductility,Toughness,Elasticity,Hardness
38,What property of a material refers to its ability to return to its original shape after deformation when the applied stress is removed?,Hardness,Ductility,Toughness,Elasticity,Elasticity
39,What property of a material measures its ability to absorb energy and deform plastically before fracturing under stress?,Hardness,Ductility,Toughness,Elasticity,Toughness
40,What property of a material measures its stiffness or resistance to deformation under tensile or compressive stress?,Young's modulus,Poisson's ratio,Shear modulus,Bulk modulus,Young's modulus
41,What property of a material describes the ratio of lateral strain to longitudinal strain when the material is stretched or compressed?,Poisson's ratio,Young's modulus,Shear modulus,Bulk modulus,Poisson's ratio
42,What property of a material measures its resistance to shear deformation when subjected to parallel forces acting in opposite directions?,Poisson's ratio,Young's modulus,Shear modulus,Bulk modulus,Shear modulus
43,What property of a material measures its resistance to volumetric compression?,Poisson's ratio,Young's modulus,Shear modulus,Bulk modulus,Bulk modulus
44,"What characteristic of a material refers to the specific arrangement of atoms or molecules in a solid material, determining its mechanical and physical properties?",Crystal structure,Molecular weight,Chemical composition,Density,Crystal structure
45,"What experimental technique is commonly used to determine the mechanical properties of materials, such as strength, ductility, and elasticity?",Spectroscopy,Tensile testing,Chromatography,X-ray diffraction,Tensile testing
46,"What type of material is formed by combining two or more metallic elements to improve properties such as strength, hardness, and corrosion resistance?",Composite,Polymer,Ceramic,Alloy,Alloy
47,"What property of a polymer represents the temperature range over which an amorphous polymer transitions from a hard, glassy state to a rubbery or viscous state?",Melting point,Boiling point,Glass transition temperature,Decomposition temperature,Glass transition temperature
48,What property of a material represents the temperature at which it transitions from a solid to a liquid phase?,Melting point,Boiling point,Glass transition temperature,Decomposition temperature,Melting point
49,What property of a material represents the temperature at which it transitions from a liquid to a gas phase?,Melting point,Boiling point,Glass transition temperature,Decomposition temperature,Boiling point
50,What property of a material represents the temperature at which it breaks down into simpler substances due to chemical reactions or thermal decomposition?,Melting point,Boiling point,Glass transition temperature,Decomposition temperature,Decomposition temperature
51,What property of a material represents its ability to withstand repeated loading and unloading cycles without failure?,Creep resistance,Fatigue strength,Impact resistance,Corrosion resistance,Fatigue strength
52,What property of a material represents its ability to resist degradation or deterioration due to chemical reactions with the environment?,Creep resistance,Fatigue strength,Impact resistance,Corrosion resistance,Corrosion resistance
53,What property of a material represents its ability to resist deformation or elongation over time when subjected to a constant load at elevated temperatures?,Creep resistance,Fatigue strength,Impact resistance,Corrosion resistance,Creep resistance
54,What property of a material represents its ability to absorb energy without fracturing when subjected to sudden or dynamic loading?,Creep resistance,Fatigue strength,Impact resistance,Corrosion resistance,Impact resistance
55,"What property of a material represents its ability to conduct heat, typically measured in watts per meter-kelvin (W/m-K)?",Thermal conductivity,Electrical conductivity,Thermal expansion coefficient,Specific heat capacity,Thermal conductivity
56,What property of a material represents its ability to conduct electric current?,Thermal conductivity,Electrical conductivity,Thermal expansion coefficient,Specific heat capacity,Electrical conductivity
57,"What property of a material represents the rate at which its dimensions change with temperature, typically measured in per degree Celsius (°C)?",Thermal conductivity,Electrical conductivity,Thermal expansion coefficient,Specific heat capacity,Thermal expansion coefficient
58,What property of a material represents the amount of heat required to raise the temperature of a unit mass of the material by one degree Celsius?,Thermal conductivity,Electrical conductivity,Thermal expansion coefficient,Specific heat capacity,Specific heat capacity
59,"What type of steel alloy contains high levels of nickel and chromium, exhibiting excellent corrosion resistance and high strength at elevated temperatures?",Martensitic,Austenitic,Ferritic,Duplex,Austenitic
60,What type of steel alloy is characterized by a high carbon content and is hardened and strengthened through heat treatment?,Martensitic,Austenitic,Ferritic,Duplex,Martensitic
61,"What are semiconductor nanocrystals that exhibit quantum mechanical properties, such as size-dependent fluorescence, called?",Nanowires,Nanotubes,Quantum dots,Nanoparticles,Quantum dots
62,"Which cylindrical nanostructures, composed of carbon atoms arranged in hexagonal patterns, have exceptional strength and electrical conductivity?",Quantum dots,Nanotubes,Nanowires,Nanoparticles,Nanotubes
63,"What are tiny particles with dimensions on the nanoscale, often used in drug delivery, imaging, and catalysis?",Quantum dots,Nanowires,Nanotubes,Nanoparticles,Nanoparticles
64,"Which one-dimensional nanostructures have high aspect ratios and are used in electronics, sensors, and photovoltaics?",Nanowires,Quantum dots,Nanotubes,Nanoparticles,Nanowires
65,"What is a spherical molecule composed entirely of carbon atoms, often used in nanotechnology due to its unique structure and properties?",Graphene,Fullerene,Nanodiamond,Nanorod,Fullerene
66,Which approach to nanofabrication involves the reduction of bulk materials to nano-size through techniques like lithography and etching?,Bottom-up,Side-ways,Top-down,Inside-out,Top-down
67,"Which approach to nanofabrication involves the assembly of atoms or molecules to build nanostructures from the bottom, up?",Bottom-up,Side-ways,Top-down,Inside-out,Bottom-up
68,"Which type of nanoparticles are commonly used in medical diagnostics, drug delivery, and cancer treatment due to their biocompatibility and surface plasmon resonance?",Silver nanoparticles,Iron nanoparticles,Silicon nanoparticles,Gold nanoparticles,Gold nanoparticles
69,"Which nanomaterials exhibit exceptional mechanical, thermal, and electrical properties, making them suitable for applications in electronics, aerospace, and materials science?",Quantum dots,Carbon nanotubes,Metal nanoparticles,Polymer nanoparticles,Carbon nanotubes
70,Which nanoparticles are widely used in sunscreen lotions due to their ability to scatter and absorb UV radiation effectively?,Titanium dioxide nanoparticles,Silver nanoparticles,Zinc oxide nanoparticles,Iron oxide nanoparticles,Titanium dioxide nanoparticles
71,"Which nanostructures have rod-like shapes and are used in applications such as catalysis, sensing, and drug delivery?",Nanodiscs,Nanocubes,Nanoplates,Nanorods,Nanorods
72,"Which two-dimensional nanomaterial, composed of a single layer of carbon atoms arranged in a hexagonal lattice, exhibits exceptional mechanical, electrical, and thermal properties?",Boron nitride nanosheets,Graphene,Molybdenum disulfide nanosheets,Silicene,Graphene
73,What nanomaterials have size-tunable electronic and optical properties due to quantum confinement effects?,Nanorods,Nanotubes,Quantum dots,Nanowires,Quantum dots
74,What materials consist of a combination of two or more nanoscale components to achieve enhanced properties?,Nanofilms,Nanopores,Nanocarbons,Nanocomposites,Nanocomposites
75,"Which two-dimensional material, similar to graphene, consists of a single layer of silicon atoms arranged in a honeycomb lattice?",Silicene,Graphene,Boron nitride nanosheets,Molybdenum disulfide nanosheets,Silicene
76,What two-dimensional material is used in electronics and optoelectronics due to its semiconducting properties?,Silicene,Molybdenum disulfide nanosheets,Graphene,Boron nitride nanosheets,Molybdenum disulfide nanosheets
77,What process involves the spontaneous organization of molecules or nanoparticles into ordered structures without external intervention?,Lithography,Etching,Self-assembly,Chemical vapor deposition,Self-assembly
78,What phenomenon leads to size-dependent changes in the electronic and optical properties of nanomaterials?,Quantum confinement,Surface plasmon resonance,Piezoelectric effect,Tunneling effect,Quantum confinement
79,What phenomenon occurs when free electrons on the surface of metal nanoparticles oscillate in response to incident electromagnetic radiation?,Quantum confinement,Surface plasmon resonance,Piezoelectric effect,Tunneling effect,Surface plasmon resonance
80,What effect describes the generation of an electric charge in response to mechanical stress or pressure applied to certain materials?,Quantum confinement,Surface plasmon resonance,Piezoelectric effect,Tunneling effect,Piezoelectric effect
81,What phenomenon describes the quantum mechanical phenomenon where particles penetrate through a potential barrier that classically they cannot surmount?,Quantum confinement,Surface plasmon resonance,Piezoelectric effect,Tunneling effect,Tunneling effect
82,"What are tiny holes or cavities on the nanometer scale, often used in applications such as molecular separation and sensing?",Nanopores,Nanocarbons,Nanofilms,Nanocomposites,Nanopores
83,"What class of nanomaterials includes graphene, carbon nanotubes, and fullerenes?",Nanoparticles,Nanocarbons,Nanocomposites,Nanowires,Nanocarbons
84,"What nanomaterials are commonly used in displays, lighting, and biomedical imaging due to their size-tunable emission properties?",Nanorods,Nanotubes,Quantum dots,Nanoparticles,Quantum dots
85,"What are colloidal suspensions of nanoparticles in a base fluid, often used for heat transfer applications?",Nanofluids,Nanocomposites,Nanodroplets,Nanogels,Nanofluids
86,"What are three-dimensional networks of cross-linked polymer chains with nanometer-scale dimensions, used in drug delivery and tissue engineering?",Nanofluids,Nanocomposites,Nanodroplets,Nanogels,Nanogels
87,Which nanomaterials are used in quantum dot solar cells to convert sunlight into electricity with higher efficiency compared to traditional solar cells?,Quantum dots,Nanowires,Nanotubes,Nanorods,Quantum dots
88,"What are the main constituents of graphene-based materials, which exhibit remarkable mechanical, electrical, and thermal properties?",Quantum dots,Nanocarbons,Nanoparticles,Nanowires,Nanocarbons
89,"What are ultrafine fibers with diameters in the nanometer range, used in applications such as filtration, tissue engineering, and protective clothing?",Nanofilms,Nanodiscs,Nanofibers,Nanoplates,Nanofibers
90,"What nanofabrication technique involves the patterning of materials at the nanometer scale using masks, light, and chemical etching?",Lithography,Self-assembly,Chemical vapor deposition,Electrospinning,Lithography
91,Which greenhouse gas is primarily responsible for global warming and climate change?,Methane (CH4),Nitrous oxide (N2O),Chlorofluorocarbons (CFCs),Carbon dioxide (CO2),Carbon dioxide (CO2)
92,"What is the term for rain or any other form of precipitation that is unusually acidic, primarily caused by emissions of sulfur dioxide (SO2) and nitrogen oxides (NOx)?",Ozone depletion,Acid rain,Greenhouse effect,Smog,Acid rain
93,"Which atmospheric layer contains a high concentration of ozone (O3), which absorbs most of the Sun's ultraviolet (UV) radiation?",Troposphere,Stratosphere,Ozone layer,Mesosphere,Ozone layer
94,"In which layer of the Earth's atmosphere does most weather phenomena occur, and where human activities have the greatest impact on air quality?",Troposphere,Stratosphere,Ozone layer,Mesosphere,Troposphere
95,"What class of synthetic compounds, once widely used as refrigerants and aerosol propellants, is primarily responsible for the depletion of the ozone layer?",Nitrous oxides (NOx),Chlorofluorocarbons (CFCs),Volatile organic compounds (VOCs),Particulate matter (PM),Chlorofluorocarbons (CFCs)
96,"Which greenhouse gas is produced by livestock digestion, rice cultivation, and the decay of organic matter in anaerobic conditions?",Methane (CH4),Carbon dioxide (CO2),Nitrous oxide (N2O),Water vapor (H2O),Methane (CH4)
97,"What class of pollutants, emitted from combustion processes such as vehicle engines and power plants, contributes to the formation of ground-level ozone and acid rain?",Sulfur dioxide (SO2),Carbon monoxide (CO),Nitrogen oxides (NOx),Particulate matter (PM),Nitrogen oxides (NOx)
98,"What is the process by which excessive nutrient levels, often from agricultural runoff or sewage discharge, lead to the overgrowth of algae and aquatic plant species in bodies of water?",Acidification,Desalination,Salinization,Eutrophication,Eutrophication
99,"What term refers to tiny particles suspended in the air, including dust, soot, and aerosols, which can penetrate deep into the respiratory system and cause health problems?",Volatile organic compounds (VOCs),Particulate matter (PM),Nitrogen oxides (NOx),Carbon monoxide (CO),Particulate matter (PM)
100,"What class of chemicals, released from vehicle emissions, industrial processes, and household products, contributes to the formation of ground-level ozone and smog?",Volatile organic compounds (VOCs),Particulate matter (PM),Nitrogen oxides (NOx),Carbon monoxide (CO),Volatile organic compounds (VOCs)
101,"What heavy metal, often released from coal-fired power plants and industrial processes, bioaccumulates in aquatic ecosystems and poses health risks to humans and wildlife?",Lead,Cadmium,Mercury,Arsenic,Mercury
102,"What heavy metal, once used in gasoline, paint, and plumbing, is known for its neurotoxic effects and can lead to developmental and cognitive impairments in children?",Lead,Cadmium,Mercury,Arsenic,Lead
103,"What heavy metal, found in batteries, pigments, and tobacco smoke, is known for its carcinogenic and toxic effects on the kidneys and respiratory system?",Lead,Cadmium,Mercury,Arsenic,Cadmium
104,"What metalloid, found naturally in groundwater and certain industrial processes, is known for its toxicity and carcinogenic effects on the skin, lungs, and bladder?",Lead,Cadmium,Mercury,Arsenic,Arsenic
105,"What naturally occurring radioactive gas, formed from the decay of uranium in soil and rock, can accumulate in buildings and pose health risks when inhaled?",Carbon monoxide (CO),Nitrogen dioxide (NO2),Radon,Formaldehyde,Radon
106,"What volatile organic compound (VOC), commonly found in building materials and household products, can irritate the eyes, nose, and throat, and has been classified as a carcinogen?",Formaldehyde,Benzene,Toluene,Xylene,Formaldehyde
107,"What aromatic hydrocarbon, released from vehicle emissions and industrial processes, is known for its carcinogenic effects and can contaminate air and water?",Formaldehyde,Benzene,Toluene,Xylene,Benzene
108,"What solvent, commonly used in paints, adhesives, and gasoline, can cause neurological and respiratory effects and contribute to air pollution?",Formaldehyde,Benzene,Toluene,Xylene,Toluene
109,"What solvent, found in paints, varnishes, and cleaning agents, can cause headaches, dizziness, and irritation of the eyes, nose, and throat?",Formaldehyde,Benzene,Toluene,Xylene,Xylene
110,"What approach to chemical design and production aims to minimize the generation of hazardous substances and waste, while maximizing efficiency and sustainability?",Environmental chemistry,Sustainable chemistry,Green chemistry,Industrial chemistry,Green chemistry
111,What field of chemistry focuses on the design and development of chemical processes and products that meet present needs without compromising the ability of future generations to meet their own needs?,Environmental chemistry,Sustainable chemistry,Green chemistry,Industrial chemistry,Sustainable chemistry
112,"What branch of chemistry studies the chemical processes occurring in the environment, including air, water, soil, and living organisms?",Environmental chemistry,Sustainable chemistry,Green chemistry,Industrial chemistry,Environmental chemistry
113,"What term refers to a biological community of interacting organisms and their physical environment, including both living and non-living components?",Habitat,Biome,Biosphere,Ecosystem,Ecosystem
114,"What process describes the accumulation of toxic substances, such as heavy metals or persistent organic pollutants, in the tissues of organisms at higher trophic levels in a food chain?",Biomagnification,Bioaccumulation,Biodiversity,Bioremediation,Biomagnification
115,"What term refers to the variety of life forms, including species diversity, genetic diversity, and ecosystem diversity, within a given ecosystem or on Earth as a whole?",Biomass,Biome,Biodiversity,Bioremediation,Biodiversity
116,"What term refers to a large, distinct ecological region characterized by a specific climate, soil, and dominant plant and animal species?",Habitat,Biome,Biosphere,Ecosystem,Biome
117,"What process involves the use of microorganisms, plants, or enzymes to degrade or neutralize pollutants in the environment, such as oil spills or contaminated soil?",Biomagnification,Bioaccumulation,Biodiversity,Bioremediation,Bioremediation
118,What term refers to the specific environment in which an organism lives and interacts with other organisms and its surroundings?,Habitat,Biome,Biosphere,Ecosystem,Habitat
119,"What term refers to the global sum of all ecosystems, including the atmosphere, hydrosphere, lithosphere, and biosphere?",Habitat,Biome,Biosphere,Ecosystem,Biosphere
120,"What process describes the gradual accumulation of a substance, such as a toxic chemical or pollutant, in the tissues of an organism over time?",Biomagnification,Bioaccumulation,Biodiversity,Bioremediation,Bioaccumulation
121,What physical quantity is defined as the product of displacement and the component of force in the direction of displacement?,Energy,Power,Velocity,Force,Force
122,"When a force is applied to an object but the displacement is perpendicular to the direction of the force, what is the work done?",Positive,Zero,Negative,Variable,Zero
123,"If the angle between the force and the displacement vector is 180 degrees, what is the sign of the work done by the force?",Positive,Zero,Negative,Variable,Zero
124,"When a force is applied in the direction of motion of an object, what is the sign of the work done by the force?",Positive,Zero,Negative,Variable,Positive
125,Is work a scalar or vector quantity?,Vector,Both scalar and vector,Scalar,It depends on the context,Scalar
126,What is the SI unit of work?,Newtons,Joules,Watts,Kilograms,Joules
127,"According to the work-energy theorem, the work done on an object is equal to the change in what?",Kinetic energy,Potential energy,Mechanical energy,Total energy,Kinetic energy
128,What physical quantity represents the rate at which work is done or energy is transferred?,Force,Power,Velocity,Momentum,Power
129,"If the angle between the force and the displacement vector is 90 degrees, what is the sign of the work done by the force?",Positive,Zero,Negative,Variable,Variable
130,"When a force is applied to an object but there is no displacement, what is the work done?",Positive,Zero,Negative,Variable,Zero
131,"When a force is applied opposite to the direction of motion of an object, what is the sign of the work done by the force?",Positive,Zero,Negative,Variable,Negative
132,What is the unit of work done in the MKS (meter-kilogram-second) system?,Newtons,Joules,Watts,Kilograms,Joules
133,What type of energy is associated with the motion of an object?,Potential energy,Thermal energy,Chemical energy,Kinetic energy,Kinetic energy
134,What type of energy is stored in an object due to its position above the Earth's surface?,Kinetic energy,Elastic potential energy,Gravitational potential energy,Nuclear energy,Gravitational potential energy
135,"Which principle states that the total energy of an isolated system remains constant over time, regardless of any transformations between different types of energy?",Conservation of energy,First law of thermodynamics,Second law of thermodynamics,Principle of relativity,Conservation of energy
136,What is the SI unit of energy?,Newton,Joule,Watt,Calorie,Joule
137,What type of energy is stored in a stretched or compressed spring?,Gravitational potential energy,Kinetic energy,Elastic potential energy,Chemical energy,Elastic potential energy
138,What term refers to the sum of kinetic and potential energy in a system?,Thermal energy,Electrical energy,Nuclear energy,Mechanical energy,Mechanical energy
139,What type of energy is stored in the bonds between atoms and molecules?,Thermal energy,Chemical energy,Electrical energy,Magnetic energy,Chemical energy
140,What is the formula for calculating the kinetic energy of an object with mass 'm' moving at velocity 'v'?,1/2 mv^2,mgh,kx^2,Fd,1/2 mv^2
141,"In the context of energy transfer, what is the form of energy that flows from a hotter object to a cooler object?",Mechanical energy,Heat,Light energy,Sound energy,Heat
142,What type of energy is associated with the position or configuration of an object relative to its surroundings?,Kinetic energy,Thermal energy,Electrical energy,Potential energy,Potential energy
143,What term refers to the rate at which work is done or energy is transferred?,Force,Energy,Power,Velocity,Power
144,What is the SI unit of power?,Joules,Watts,Newtons,Kilograms,Watts
145,What type of power is associated with the work done by a machine or engine?,Electrical power,Thermal power,Nuclear power,Mechanical power,Mechanical power
146,What is the formula for calculating power?,P = W/t,P = Fd,P = mg,P = 1/2 mv^2,P = W/t
147,What type of power is associated with the flow of electric charge?,Mechanical power,Electrical power,Thermal power,Nuclear power,Electrical power
148,What type of power is associated with the rate of heat transfer?,Mechanical power,Electrical power,Thermal power,Nuclear power,Thermal power
149,What is the formula for calculating electrical power?,P = IV,P = IR,P = V^2/R,P = I^2R,P = IV
150,What unit is commonly used to measure electrical energy consumption over time?,Joule,Watt,Ampere,Kilowatt-hour,Kilowatt-hour
151,"What type of power is generated by nuclear reactions, such as those occurring in nuclear power plants?",Mechanical power,Electrical power,Nuclear power,Thermal power,Nuclear power
152,What term refers to the change in momentum of an object resulting from the application of a force over a period of time?,Momentum,Impulse,Force,Acceleration,Impulse
153,What are the units of impulse?,m/s^2,N,J,kg m/s,kg m/s
154,"According to the impulse-momentum theorem, what is the impulse exerted on an object?",Equal to the force applied,Equal to the time of application of the force,Equal to the change in momentum,Equal to the acceleration of the object,Equal to the change in momentum
155,"If the force acting on an object remains constant, will a longer duration of force application result in a greater or lesser impulse?",Greater,Lesser,Equal,Cannot be determined,Greater
156,"When the duration of force application increases, what happens to the average force required to produce a given impulse?",Increases,Decreases,Remains the same,Depends on other factors,Decreases
157,"If the duration of force application is increased, what will happen to the rate of change of momentum (acceleration) of the object?",Decrease,Increase,Remain the same,Depends on other factors,Decrease
158,"According to Newton's second law, what is the rate of change of momentum of an object equal to?",Force,Velocity,Impulse,Acceleration,Acceleration
159,What physical quantity is directly proportional to the impulse experienced by an object?,Momentum,Velocity,Force,Energy,Momentum
160,"In a force-time graph, what does the impulse experienced by an object equal to?",Slope of the graph,Area under the force-time curve,Change in velocity,Change in force,Area under the force-time curve
161,What term refers to the quantity of motion possessed by an object?,Force,Acceleration,Momentum,Velocity,Momentum
162,"What is the formula for calculating momentum, where m represents mass and v represents velocity?",p = mv^2,p = mv,p = m/v,p = m^2v,p = mv
163,What are the units of momentum?,m/s^2,N,J,kg m/s,kg m/s
164,"If both mass and velocity of an object increase, what happens to its momentum?",Increases,Decreases,Remains the same,Depends on other factors,Increases
165,"What property of an object determines its resistance to changes in its state of motion, thus affecting its momentum?",Inertia,Gravitational force,Friction,Acceleration,Inertia
166,What term describes the change in momentum of an object resulting from the application of a force over a period of time?,Velocity,Acceleration,Impulse,Kinetic energy,Impulse
167,Which principle states that the total momentum of a closed system remains constant if no external forces act on it?,Newton's first law,Conservation of momentum,Newton's second law,Newton's third law,Conservation of momentum
168,"In the absence of external forces, what is the total momentum of a closed system?",Positive,Negative,Variable,Zero,Zero
169,Is momentum a scalar or vector quantity?,Vector,Scalar,Both scalar and vector,Neither scalar nor vector,Vector
170,In which type of collision does the total momentum and kinetic energy of the system remain conserved?,Inelastic collision,Perfectly inelastic collision,Elastic collision,Completely inelastic collision,Elastic collision
171,What branch of physics deals with the motion of objects without considering the forces causing the motion?,Dynamics,Mechanics,Thermodynamics,Kinematics,Kinematics
172,"What term refers to the total path length traveled by an object, irrespective of direction?",Speed,Velocity,Distance,Displacement,Distance
173,What term describes the rate of change of displacement with respect to time?,Speed,Velocity,Acceleration,Distance,Velocity
174,Is speed a scalar or vector quantity?,Scalar,Vector,Both scalar and vector,Neither scalar nor vector,Scalar
175,"What term refers to the change in position of an object, including both magnitude and direction?",Distance,Speed,Velocity,Displacement,Displacement
176,What term describes the rate of change of velocity with respect to time?,Acceleration,Speed,Distance,Displacement,Acceleration
177,What are the SI units of acceleration?,m/s,m/s^3,m/s^2,m/s^4,m/s^2
178,What term describes the velocity of an object at a specific moment in time?,Average velocity,Instantaneous velocity,Constant velocity,Final velocity,Instantaneous velocity
179,In which type of motion does an object's velocity change by the same amount in equal time intervals?,Constant acceleration,Uniform motion,Non-uniform motion,Variable acceleration,Constant acceleration
180,"If an object slows down while moving in a positive direction, what sign does its acceleration have?",Positive,Negative,Zero,It depends on other factors,Negative
181,What branch of physics deals with the study of the motion of objects and the forces acting upon them?,Kinematics,Dynamics,Thermodynamics,Electrodynamics,Dynamics
182,Which principle states that the acceleration of an object is directly proportional to the net force acting on it and inversely proportional to its mass?,Newton's first law,Newton's third law,Law of gravitation,Newton's second law,Newton's second law
183,"According to Newton's second law, what physical quantity affects the acceleration of an object when a force is applied to it?",Speed,Velocity,Mass,Weight,Mass
184,What term refers to the vector sum of all the forces acting on an object?,Net force,Frictional force,Tension,Normal force,Net force
185,"In the equation F = ma, what does 'a' represent?",Velocity,Acceleration,Displacement,Mass,Acceleration
186,What term describes the tendency of an object to resist changes in its state of motion?,Friction,Gravity,Inertia,Tension,Inertia
187,"Which principle states that for every action, there is an equal and opposite reaction?",Newton's first law,Newton's third law,Law of gravitation,Newton's second law,Newton's third law
188,What term describes the product of an object's mass and velocity?,Force,Acceleration,Energy,Momentum,Momentum
189,What is the unit of force in the International System of Units (SI)?,Newton,Kilogram,Joule,Meter,Newton
190,"According to Newton's third law, how are the magnitudes of the action and reaction forces related?",They are always unequal,They are always equal,They are inversely proportional,They are equal and opposite,They are equal and opposite
191,What term refers to the rate of change of angular displacement with respect to time?,Linear velocity,Angular acceleration,Angular velocity,Rotational speed,Angular velocity
192,What term describes the motion of an object around an axis?,Linear motion,Translational motion,Circular motion,Rotational motion,Rotational motion
193,What term refers to the resistance of an object to changes in its rotational motion?,Angular velocity,Moment of inertia,Angular momentum,Torque,Moment of inertia
194,What term describes the measure of the force that can cause an object to rotate around an axis?,Torque,Moment of inertia,Angular momentum,Angular velocity,Torque
195,What are the SI units of angular velocity?,m/s,m/s^2,Rad/s,Nm,Rad/s
196,What term describes the energy possessed by an object due to its rotation?,Potential energy,Gravitational energy,Elastic energy,Rotational kinetic energy,Rotational kinetic energy
197,What term describes the rate of change of angular velocity with respect to time?,Angular acceleration,Linear acceleration,Rotational speed,Angular momentum,Angular acceleration
